Country,Year,Value,Rainfall,Temperature,Area Code,Item,Yield
Algeria,2006,4110.72,89,18.13,4.0,Maize,65668.0
Algeria,2006,4110.72,89,18.13,4.0,Potatoes,220689.0
Algeria,2006,4110.72,89,18.13,4.0,"Rice, paddy",12769.0
Algeria,2006,4110.72,89,18.13,4.0,Sorghum,56728.0
Algeria,2006,4110.72,89,18.13,4.0,Wheat,15068.0
Algeria,2007,5390.79,89,17.42,4.0,Maize,85625.0
Algeria,2007,5390.79,89,17.42,4.0,Potatoes,189927.0
Algeria,2007,5390.79,89,17.42,4.0,"Rice, paddy",13375.0
Algeria,2007,5390.79,89,17.42,4.0,Sorghum,119059.0
Algeria,2007,5390.79,89,17.42,4.0,Wheat,12742.0
Algeria,2008,11556.12,89,17.55,4.0,Maize,44714.0
Algeria,2008,11556.12,89,17.55,4.0,Potatoes,236393.0
Algeria,2008,11556.12,89,17.55,4.0,"Rice, paddy",13952.0
Algeria,2008,11556.12,89,17.55,4.0,Sorghum,61786.0
Algeria,2008,11556.12,89,17.55,4.0,Wheat,11038.0
Algeria,2009,3867.99,89,17.78,4.0,Maize,30914.0
Algeria,2009,3867.99,89,17.78,4.0,Potatoes,250764.0
Algeria,2009,3867.99,89,17.78,4.0,"Rice, paddy",14594.0
Algeria,2009,3867.99,89,17.78,4.0,Sorghum,90465.0
Algeria,2009,3867.99,89,17.78,4.0,Wheat,15975.0
Algeria,2010,1295.88,89,17.59,4.0,Maize,25827.0
Algeria,2010,1295.88,89,17.59,4.0,Potatoes,270526.0
Algeria,2010,1295.88,89,17.59,4.0,"Rice, paddy",15305.0
Algeria,2010,1295.88,89,17.59,4.0,Sorghum,30286.0
Algeria,2010,1295.88,89,17.59,4.0,Wheat,14838.0
Algeria,2011,13861.76,89,17.79,4.0,Maize,23374.0
Algeria,2011,13861.76,89,17.79,4.0,Potatoes,292806.0
Algeria,2011,13861.76,89,17.79,4.0,"Rice, paddy",16081.0
Algeria,2011,13861.76,89,17.79,4.0,Sorghum,100000.0
Algeria,2011,13861.76,89,17.79,4.0,Wheat,17405.0
Algeria,2012,17379.76,89,17.91,4.0,Maize,25583.0
Algeria,2012,17379.76,89,17.91,4.0,Potatoes,304291.0
Algeria,2012,17379.76,89,17.91,4.0,"Rice, paddy",16667.0
Algeria,2012,17379.76,89,17.91,4.0,Sorghum,206000.0
Algeria,2012,17379.76,89,17.91,4.0,Wheat,17639.0
Algeria,2013,17278.65,89,17.65,4.0,Maize,33649.0
Algeria,2013,17278.65,89,17.65,4.0,Potatoes,303218.0
Algeria,2013,17278.65,89,17.65,4.0,"Rice, paddy",17778.0
Algeria,2013,17278.65,89,17.65,4.0,Sorghum,60000.0
Algeria,2013,17278.65,89,17.65,4.0,Wheat,19100.0
Angola,1990,64.0,1010,24.12,7.0,Cassava,41177.0
Angola,1990,64.0,1010,24.12,7.0,Maize,2736.0
Angola,1990,64.0,1010,24.12,7.0,Potatoes,40000.0
Angola,1990,64.0,1010,24.12,7.0,"Rice, paddy",9512.0
Angola,1990,64.0,1010,24.12,7.0,Sweet potatoes,89342.0
Angola,1990,64.0,1010,24.12,7.0,Wheat,7995.0
Angola,1991,79.0,1010,24.02,7.0,Cassava,40295.0
Angola,1991,79.0,1010,24.02,7.0,Maize,4013.0
Angola,1991,79.0,1010,24.02,7.0,Potatoes,40000.0
Angola,1991,79.0,1010,24.02,7.0,"Rice, paddy",10000.0
Angola,1991,79.0,1010,24.02,7.0,Sweet potatoes,83001.0
Angola,1991,79.0,1010,24.02,7.0,Wheat,8000.0
Angola,1992,23.0,1010,23.96,7.0,Cassava,42295.0
Angola,1992,23.0,1010,23.96,7.0,Maize,3778.0
Angola,1992,23.0,1010,23.96,7.0,Potatoes,40000.0
Angola,1992,23.0,1010,23.96,7.0,"Rice, paddy",9106.0
Angola,1992,23.0,1010,23.96,7.0,Sweet potatoes,90000.0
Angola,1992,23.0,1010,23.96,7.0,Wheat,8000.0
Angola,1993,169.0,1010,24.15,7.0,Cassava,42295.0
Angola,1993,169.0,1010,24.15,7.0,Maize,2627.0
Angola,1993,169.0,1010,24.15,7.0,Potatoes,70000.0
Angola,1993,169.0,1010,24.15,7.0,"Rice, paddy",8000.0
Angola,1993,169.0,1010,24.15,7.0,Sweet potatoes,88095.0
Angola,1993,169.0,1010,24.15,7.0,Wheat,8876.0
Angola,1994,25.5,1010,24.04,7.0,Cassava,58596.0
Angola,1994,25.5,1010,24.04,7.0,Maize,2463.0
Angola,1994,25.5,1010,24.04,7.0,Potatoes,90000.0
Angola,1994,25.5,1010,24.04,7.0,"Rice, paddy",8750.0
Angola,1994,25.5,1010,24.04,7.0,Sweet potatoes,83192.0
Angola,1994,25.5,1010,24.04,7.0,Wheat,10000.0
Angola,1995,336.0,1010,24.56,7.0,Cassava,51000.0
Angola,1995,336.0,1010,24.56,7.0,Maize,3517.0
Angola,1995,336.0,1010,24.56,7.0,Potatoes,76738.0
Angola,1995,336.0,1010,24.56,7.0,"Rice, paddy",14615.0
Angola,1995,336.0,1010,24.56,7.0,Sweet potatoes,81138.0
Angola,1995,336.0,1010,24.56,7.0,Wheat,11855.0
Angola,1996,40.0,1010,24.11,7.0,Cassava,48077.0
Angola,1996,40.0,1010,24.11,7.0,Maize,6993.0
Angola,1996,40.0,1010,24.11,7.0,Potatoes,70000.0
Angola,1996,40.0,1010,24.11,7.0,"Rice, paddy",17500.0
Angola,1996,40.0,1010,24.11,7.0,Sweet potatoes,85455.0
Angola,1996,40.0,1010,24.11,7.0,Wheat,13738.0
Angola,1997,40.0,1010,24.06,7.0,Cassava,44205.0
Angola,1997,40.0,1010,24.06,7.0,Maize,5959.0
Angola,1997,40.0,1010,24.06,7.0,Potatoes,68571.0
Angola,1997,40.0,1010,24.06,7.0,"Rice, paddy",20000.0
Angola,1997,40.0,1010,24.06,7.0,Sweet potatoes,78098.0
Angola,1997,40.0,1010,24.06,7.0,Wheat,15509.0
Angola,1998,40.0,1010,24.96,7.0,Cassava,55728.0
Angola,1998,40.0,1010,24.96,7.0,Maize,7396.0
Angola,1998,40.0,1010,24.96,7.0,Potatoes,62724.0
Angola,1998,40.0,1010,24.96,7.0,"Rice, paddy",20000.0
Angola,1998,40.0,1010,24.96,7.0,Sweet potatoes,76256.0
Angola,1998,40.0,1010,24.96,7.0,Wheat,17143.0
Angola,1999,40.0,1010,24.37,7.0,Cassava,59821.0
Angola,1999,40.0,1010,24.37,7.0,Maize,6361.0
Angola,1999,40.0,1010,24.37,7.0,Potatoes,54597.0
Angola,1999,40.0,1010,24.37,7.0,"Rice, paddy",14235.0
Angola,1999,40.0,1010,24.37,7.0,Sweet potatoes,82865.0
Angola,1999,40.0,1010,24.37,7.0,Wheat,17391.0
Angola,2000,40.0,1010,24.41,7.0,Cassava,82992.0
Angola,2000,40.0,1010,24.41,7.0,Maize,5745.0
Angola,2000,40.0,1010,24.41,7.0,Potatoes,29885.0
Angola,2000,40.0,1010,24.41,7.0,"Rice, paddy",13454.0
Angola,2000,40.0,1010,24.41,7.0,Sorghum,3333.0
Angola,2000,40.0,1010,24.41,7.0,Soybeans,2333.0
Angola,2000,40.0,1010,24.41,7.0,Sweet potatoes,34938.0
Angola,2000,40.0,1010,24.41,7.0,Wheat,17023.0
Angola,2001,40.0,1010,24.43,7.0,Cassava,94072.0
Angola,2001,40.0,1010,24.43,7.0,Maize,5754.0
Angola,2001,40.0,1010,24.43,7.0,Potatoes,42552.0
Angola,2001,40.0,1010,24.43,7.0,"Rice, paddy",13701.0
Angola,2001,40.0,1010,24.43,7.0,Sorghum,3571.0
Angola,2001,40.0,1010,24.43,7.0,Soybeans,2500.0
Angola,2001,40.0,1010,24.43,7.0,Sweet potatoes,44458.0
Angola,2001,40.0,1010,24.43,7.0,Wheat,16667.0
Angola,2002,40.0,1010,24.79,7.0,Cassava,110071.0
Angola,2002,40.0,1010,24.79,7.0,Maize,6706.0
Angola,2002,40.0,1010,24.79,7.0,Potatoes,42754.0
Angola,2002,40.0,1010,24.79,7.0,"Rice, paddy",13198.0
Angola,2002,40.0,1010,24.79,7.0,Sorghum,3400.0
Angola,2002,40.0,1010,24.79,7.0,Soybeans,2857.0
Angola,2002,40.0,1010,24.79,7.0,Sweet potatoes,42190.0
Angola,2002,40.0,1010,24.79,7.0,Wheat,15455.0
Angola,2004,40.0,1010,24.22,7.0,Cassava,125605.0
Angola,2004,40.0,1010,24.22,7.0,Maize,5404.0
Angola,2004,40.0,1010,24.22,7.0,Potatoes,20150.0
Angola,2004,40.0,1010,24.22,7.0,"Rice, paddy",11584.0
Angola,2004,40.0,1010,24.22,7.0,Sorghum,3333.0
Angola,2004,40.0,1010,24.22,7.0,Soybeans,3600.0
Angola,2004,40.0,1010,24.22,7.0,Sweet potatoes,45360.0
Angola,2004,40.0,1010,24.22,7.0,Wheat,12442.0
Angola,2005,40.0,1010,24.41,7.0,Cassava,117628.0
Angola,2005,40.0,1010,24.41,7.0,Maize,6736.0
Angola,2005,40.0,1010,24.41,7.0,Potatoes,23646.0
Angola,2005,40.0,1010,24.41,7.0,"Rice, paddy",6977.0
Angola,2005,40.0,1010,24.41,7.0,Sorghum,3333.0
Angola,2005,40.0,1010,24.41,7.0,Soybeans,3793.0
Angola,2005,40.0,1010,24.41,7.0,Sweet potatoes,46159.0
Angola,2005,40.0,1010,24.41,7.0,Wheat,10946.0
Angola,2006,40.0,1010,24.14,7.0,Cassava,117201.0
Angola,2006,40.0,1010,24.14,7.0,Maize,4687.0
Angola,2006,40.0,1010,24.14,7.0,Potatoes,52148.0
Angola,2006,40.0,1010,24.14,7.0,"Rice, paddy",4947.0
Angola,2006,40.0,1010,24.14,7.0,Sorghum,4091.0
Angola,2006,40.0,1010,24.14,7.0,Soybeans,4286.0
Angola,2006,40.0,1010,24.14,7.0,Sweet potatoes,44240.0
Angola,2006,40.0,1010,24.14,7.0,Wheat,10000.0
Angola,2007,40.0,1010,24.24,7.0,Cassava,115387.0
Angola,2007,40.0,1010,24.24,7.0,Maize,5091.0
Angola,2007,40.0,1010,24.24,7.0,Potatoes,62138.0
Angola,2007,40.0,1010,24.24,7.0,"Rice, paddy",5143.0
Angola,2007,40.0,1010,24.24,7.0,Sorghum,4031.0
Angola,2007,40.0,1010,24.24,7.0,Soybeans,6883.0
Angola,2007,40.0,1010,24.24,7.0,Sweet potatoes,58855.0
Angola,2007,40.0,1010,24.24,7.0,Wheat,10000.0
Angola,2008,40.0,1010,24.27,7.0,Cassava,148084.0
Angola,2008,40.0,1010,24.27,7.0,Maize,7946.0
Angola,2008,40.0,1010,24.27,7.0,Potatoes,85085.0
Angola,2008,40.0,1010,24.27,7.0,"Rice, paddy",5084.0
Angola,2008,40.0,1010,24.27,7.0,Sorghum,929.0
Angola,2008,40.0,1010,24.27,7.0,Soybeans,8575.0
Angola,2008,40.0,1010,24.27,7.0,Sweet potatoes,65437.0
Angola,2008,40.0,1010,24.27,7.0,Wheat,10000.0
Angola,2009,40.0,1010,24.33,7.0,Cassava,151759.0
Angola,2009,40.0,1010,24.33,7.0,Maize,6614.0
Angola,2009,40.0,1010,24.33,7.0,Potatoes,86509.0
Angola,2009,40.0,1010,24.33,7.0,"Rice, paddy",6028.0
Angola,2009,40.0,1010,24.33,7.0,Sorghum,2480.0
Angola,2009,40.0,1010,24.33,7.0,Soybeans,4449.0
Angola,2009,40.0,1010,24.33,7.0,Sweet potatoes,66475.0
Angola,2009,40.0,1010,24.33,7.0,Wheat,10000.0
Angola,2010,40.0,1010,24.44,7.0,Cassava,155782.0
Angola,2010,40.0,1010,24.44,7.0,Maize,7200.0
Angola,2010,40.0,1010,24.44,7.0,Potatoes,87425.0
Angola,2010,40.0,1010,24.44,7.0,"Rice, paddy",7403.0
Angola,2010,40.0,1010,24.44,7.0,Sorghum,2814.0
Angola,2010,40.0,1010,24.44,7.0,Soybeans,4446.0
Angola,2010,40.0,1010,24.44,7.0,Sweet potatoes,63001.0
Angola,2010,40.0,1010,24.44,7.0,Wheat,10526.0
Angola,2011,40.0,1010,24.15,7.0,Cassava,133649.0
Angola,2011,40.0,1010,24.15,7.0,Maize,7376.0
Angola,2011,40.0,1010,24.15,7.0,Potatoes,81366.0
Angola,2011,40.0,1010,24.15,7.0,"Rice, paddy",8914.0
Angola,2011,40.0,1010,24.15,7.0,Sorghum,3320.0
Angola,2011,40.0,1010,24.15,7.0,Soybeans,5294.0
Angola,2011,40.0,1010,24.15,7.0,Sweet potatoes,65512.0
Angola,2011,40.0,1010,24.15,7.0,Wheat,10959.0
Angola,2012,40.0,1010,24.24,7.0,Cassava,100073.0
Angola,2012,40.0,1010,24.24,7.0,Maize,7770.0
Angola,2012,40.0,1010,24.24,7.0,Potatoes,69381.0
Angola,2012,40.0,1010,24.24,7.0,"Rice, paddy",7703.0
Angola,2012,40.0,1010,24.24,7.0,Sorghum,998.0
Angola,2012,40.0,1010,24.24,7.0,Soybeans,1641.0
Angola,2012,40.0,1010,24.24,7.0,Sweet potatoes,52954.0
Angola,2012,40.0,1010,24.24,7.0,Wheat,11258.0
Angola,2013,40.0,1010,24.55,7.0,Cassava,140517.0
Angola,2013,40.0,1010,24.55,7.0,Maize,9467.0
Angola,2013,40.0,1010,24.55,7.0,Potatoes,63303.0
Angola,2013,40.0,1010,24.55,7.0,"Rice, paddy",12744.0
Angola,2013,40.0,1010,24.55,7.0,Sorghum,2415.0
Angola,2013,40.0,1010,24.55,7.0,Soybeans,4405.0
Angola,2013,40.0,1010,24.55,7.0,Sweet potatoes,73409.0
Angola,2013,40.0,1010,24.55,7.0,Wheat,9022.0
Argentina,1990,26156.0,591,17.46,9.0,Cassava,100000.0
Argentina,1990,26156.0,591,17.46,9.0,Maize,34608.0
Argentina,1990,26156.0,591,17.46,9.0,Potatoes,202747.0
Argentina,1990,26156.0,591,17.46,9.0,"Rice, paddy",36709.0
Argentina,1990,26156.0,591,17.46,9.0,Sorghum,28116.0
Argentina,1990,26156.0,591,17.46,9.0,Soybeans,21566.0
Argentina,1990,26156.0,591,17.46,9.0,Sweet potatoes,131864.0
Argentina,1990,26156.0,591,17.46,9.0,Wheat,18947.0
Argentina,1990,26156.0,591,17.67,9.0,Cassava,100000.0
Argentina,1990,26156.0,591,17.67,9.0,Maize,34608.0
Argentina,1990,26156.0,591,17.67,9.0,Potatoes,202747.0
Argentina,1990,26156.0,591,17.67,9.0,"Rice, paddy",36709.0
Argentina,1990,26156.0,591,17.67,9.0,Sorghum,28116.0
Argentina,1990,26156.0,591,17.67,9.0,Soybeans,21566.0
Argentina,1990,26156.0,591,17.67,9.0,Sweet potatoes,131864.0
Argentina,1990,26156.0,591,17.67,9.0,Wheat,18947.0
Argentina,1991,26156.0,591,17.64,9.0,Cassava,100000.0
Argentina,1991,26156.0,591,17.64,9.0,Maize,40444.0
Argentina,1991,26156.0,591,17.64,9.0,Potatoes,205692.0
Argentina,1991,26156.0,591,17.64,9.0,"Rice, paddy",40294.0
Argentina,1991,26156.0,591,17.64,9.0,Sorghum,33320.0
Argentina,1991,26156.0,591,17.64,9.0,Soybeans,22750.0
Argentina,1991,26156.0,591,17.64,9.0,Sweet potatoes,131364.0
Argentina,1991,26156.0,591,17.64,9.0,Wheat,18972.0
Argentina,1991,26156.0,591,17.86,9.0,Cassava,100000.0
Argentina,1991,26156.0,591,17.86,9.0,Maize,40444.0
Argentina,1991,26156.0,591,17.86,9.0,Potatoes,205692.0
Argentina,1991,26156.0,591,17.86,9.0,"Rice, paddy",40294.0
Argentina,1991,26156.0,591,17.86,9.0,Sorghum,33320.0
Argentina,1991,26156.0,591,17.86,9.0,Soybeans,22750.0
Argentina,1991,26156.0,591,17.86,9.0,Sweet potatoes,131364.0
Argentina,1991,26156.0,591,17.86,9.0,Wheat,18972.0
Argentina,1992,26156.0,591,17.09,9.0,Cassava,100000.0
Argentina,1992,26156.0,591,17.09,9.0,Maize,45237.0
Argentina,1992,26156.0,591,17.09,9.0,Potatoes,199039.0
Argentina,1992,26156.0,591,17.09,9.0,"Rice, paddy",52075.0
Argentina,1992,26156.0,591,17.09,9.0,Sorghum,36217.0
Argentina,1992,26156.0,591,17.09,9.0,Soybeans,22915.0
Argentina,1992,26156.0,591,17.09,9.0,Sweet potatoes,127273.0
Argentina,1992,26156.0,591,17.09,9.0,Wheat,21809.0
Argentina,1992,26156.0,591,17.51,9.0,Cassava,100000.0
